,Country_Region,Confirmed,Deaths,Recovered,Date
4004,United Kingdom,2964,57,0,11/01/2021
4005,United Kingdom,305,16,0,11/01/2021
4011,United Kingdom,0,0,0,11/01/2021
3987,United Kingdom,3904,12,,10/01/2023
3988,United Kingdom,18684,154,,10/01/2023
3989,United Kingdom,7305,64,,10/01/2023
3990,United Kingdom,31472,37,,10/01/2023
3991,United Kingdom,0,0,,10/01/2023
3992,United Kingdom,20465614,184149,,10/01/2023
3993,United Kingdom,1930,0,,10/01/2023
3994,United Kingdom,20342,111,,10/01/2023
3995,United Kingdom,34397,69,,10/01/2023
3996,United Kingdom,38008,116,,10/01/2023
3997,United Kingdom,65976,150,,10/01/2023
3998,United Kingdom,1403,8,,10/01/2023
3999,United Kingdom,713294,5089,,10/01/2023
4000,United Kingdom,4,0,,10/01/2023
4001,United Kingdom,2166,0,,10/01/2023
4002,United Kingdom,2136695,16603,,10/01/2023
4003,United Kingdom,6479,36,,10/01/2023
4004,United Kingdom,0,333,,10/01/2023
4005,United Kingdom,894524,11383,,10/01/2023
3981,United Kingdom,1942,6,,10/01/2022
3982,United Kingdom,7880,110,,10/01/2022
3983,United Kingdom,4207,40,,10/01/2022
3984,United Kingdom,10618,12,,10/01/2022
3985,United Kingdom,0,0,,10/01/2022
3986,United Kingdom,12370121,152960,,10/01/2022
3987,United Kingdom,85,0,,10/01/2022
3988,United Kingdom,9969,100,,10/01/2022
3989,United Kingdom,18701,68,,10/01/2022
3990,United Kingdom,114,1,,10/01/2022
3991,United Kingdom,462870,4100,,10/01/2022
3992,United Kingdom,4,0,,10/01/2022
3993,United Kingdom,1056837,12723,,10/01/2022
3994,United Kingdom,4011,27,,10/01/2022
3995,United Kingdom,0,259,,10/01/2022
3996,United Kingdom,727486,9410,,10/01/2022
4008,United Kingdom,23789,90,0,10/01/2022
4009,United Kingdom,9820,28,0,10/01/2022
4015,United Kingdom,0,0,0,10/01/2022
3952,United Kingdom,15,0,13,10/01/2021
3953,United Kingdom,652,12,551,10/01/2021
3954,United Kingdom,114,1,95,10/01/2021
3955,United Kingdom,359,2,311,10/01/2021
3956,United Kingdom,0,0,2850,10/01/2021
3957,United Kingdom,2664129,89377,0,10/01/2021
3958,United Kingdom,29,0,27,10/01/2021
3959,United Kingdom,3170,16,1989,10/01/2021
3960,United Kingdom,396,25,349,10/01/2021
3961,United Kingdom,13,1,12,10/01/2021
3962,United Kingdom,88700,2075,0,10/01/2021
3963,United Kingdom,4,0,4,10/01/2021
3964,United Kingdom,149766,7328,0,10/01/2021
3965,United Kingdom,994,6,812,10/01/2021
3966,United Kingdom,0,111,0,10/01/2021
3967,United Kingdom,169754,5814,0,10/01/2021
4004,United Kingdom,2920,57,0,10/01/2021
4005,United Kingdom,304,16,0,10/01/2021
4011,United Kingdom,0,0,0,10/01/2021
3987,United Kingdom,3904,12,,09/01/2023
3988,United Kingdom,18684,154,,09/01/2023
3989,United Kingdom,7305,64,,09/01/2023
3990,United Kingdom,31472,37,,09/01/2023
3991,United Kingdom,0,0,,09/01/2023
3992,United Kingdom,20465614,184068,,09/01/2023
3993,United Kingdom,1930,0,,09/01/2023
3994,United Kingdom,20342,111,,09/01/2023
3995,United Kingdom,34397,69,,09/01/2023
3996,United Kingdom,38008,116,,09/01/2023
3997,United Kingdom,65976,150,,09/01/2023
3998,United Kingdom,1403,8,,09/01/2023
3999,United Kingdom,713294,5087,,09/01/2023
4000,United Kingdom,4,0,,09/01/2023
4001,United Kingdom,2166,0,,09/01/2023
4002,United Kingdom,2136695,16593,,09/01/2023
4003,United Kingdom,6479,36,,09/01/2023
4004,United Kingdom,0,333,,09/01/2023
4005,United Kingdom,894524,11366,,09/01/2023
3981,United Kingdom,1777,6,,09/01/2022
3982,United Kingdom,7191,110,,09/01/2022
3983,United Kingdom,4207,40,,09/01/2022
3984,United Kingdom,10618,12,,09/01/2022
3985,United Kingdom,0,0,,09/01/2022
3986,United Kingdom,12254123,152760,,09/01/2022
3987,United Kingdom,85,0,,09/01/2022
3988,United Kingdom,9891,100,,09/01/2022
3989,United Kingdom,18274,68,,09/01/2022
3990,United Kingdom,114,1,,09/01/2022
3991,United Kingdom,460164,4097,,09/01/2022
3992,United Kingdom,4,0,,09/01/2022
3993,United Kingdom,1045109,12698,,09/01/2022
3994,United Kingdom,4007,27,,09/01/2022
3995,United Kingdom,0,259,,09/01/2022
3996,United Kingdom,715796,9396,,09/01/2022
4008,United Kingdom,23338,90,0,09/01/2022
4009,United Kingdom,9692,28,0,09/01/2022
4015,United Kingdom,0,0,0,09/01/2022
3952,United Kingdom,15,0,13,09/01/2021
3953,United Kingdom,646,12,540,09/01/2021
3954,United Kingdom,114,1,95,09/01/2021
3955,United Kingdom,359,2,311,09/01/2021
3956,United Kingdom,0,0,2850,09/01/2021
3957,United Kingdom,2613838,88347,0,09/01/2021
3958,United Kingdom,29,0,27,09/01/2021
3959,United Kingdom,3109,12,1842,09/01/2021
3960,United Kingdom,394,25,349,09/01/2021
3961,United Kingdom,13,1,12,09/01/2021
3962,United Kingdom,87588,2060,0,09/01/2021
3963,United Kingdom,4,0,4,09/01/2021
3964,United Kingdom,147889,7264,0,09/01/2021
3965,United Kingdom,994,6,812,09/01/2021
3966,United Kingdom,0,110,0,09/01/2021
3967,United Kingdom,168094,5751,0,09/01/2021
4004,United Kingdom,2911,56,0,09/01/2021
4005,United Kingdom,302,16,0,09/01/2021
4011,United Kingdom,0,0,0,09/01/2021
3987,United Kingdom,3904,12,,08/01/2023
3988,United Kingdom,18684,154,,08/01/2023
3989,United Kingdom,7305,64,,08/01/2023
3990,United Kingdom,31472,37,,08/01/2023
3991,United Kingdom,0,0,,08/01/2023
3992,United Kingdom,20465614,183962,,08/01/2023
3993,United Kingdom,1930,0,,08/01/2023
3994,United Kingdom,20342,111,,08/01/2023
3995,United Kingdom,34397,69,,08/01/2023
3996,United Kingdom,38008,116,,08/01/2023
3997,United Kingdom,65976,150,,08/01/2023
3998,United Kingdom,1403,8,,08/01/2023
3999,United Kingdom,713294,5084,,08/01/2023
4000,United Kingdom,4,0,,08/01/2023
4001,United Kingdom,2166,0,,08/01/2023
4002,United Kingdom,2136695,16576,,08/01/2023
4003,United Kingdom,6479,36,,08/01/2023
4004,United Kingdom,0,333,,08/01/2023
4005,United Kingdom,894524,11361,,08/01/2023
3981,United Kingdom,1777,6,,08/01/2022
3982,United Kingdom,7191,110,,08/01/2022
3983,United Kingdom,4207,40,,08/01/2022
3984,United Kingdom,10618,12,,08/01/2022
3985,United Kingdom,0,0,,08/01/2022
3986,United Kingdom,12132895,152560,,08/01/2022
3987,United Kingdom,85,0,,08/01/2022
3988,United Kingdom,9718,100,,08/01/2022
3989,United Kingdom,18274,68,,08/01/2022
3990,United Kingdom,110,1,,08/01/2022
3991,United Kingdom,456404,4087,,08/01/2022
3992,United Kingdom,4,0,,08/01/2022
3993,United Kingdom,1037622,12680,,08/01/2022
3994,United Kingdom,3880,27,,08/01/2022
3995,United Kingdom,0,257,,08/01/2022
3996,United Kingdom,706873,9384,,08/01/2022
4008,United Kingdom,22873,89,0,08/01/2022
4009,United Kingdom,9590,28,0,08/01/2022
4015,United Kingdom,0,0,0,08/01/2022
3952,United Kingdom,15,0,13,08/01/2021
3953,United Kingdom,641,12,538,08/01/2021
3954,United Kingdom,114,1,95,08/01/2021
3955,United Kingdom,359,2,311,08/01/2021
3956,United Kingdom,0,0,2850,08/01/2021
3957,United Kingdom,2559581,87371,0,08/01/2021
3958,United Kingdom,29,0,27,08/01/2021
3959,United Kingdom,3021,12,1692,08/01/2021
3960,United Kingdom,392,25,349,08/01/2021
3961,United Kingdom,13,1,12,08/01/2021
3962,United Kingdom,86146,2038,0,08/01/2021
3963,United Kingdom,4,0,4,08/01/2021
3964,United Kingdom,146024,7225,0,08/01/2021
3965,United Kingdom,965,6,811,08/01/2021
3966,United Kingdom,0,107,0,08/01/2021
3967,United Kingdom,165721,5697,0,08/01/2021
4004,United Kingdom,2897,53,0,08/01/2021
4005,United Kingdom,302,16,0,08/01/2021
4011,United Kingdom,0,0,0,08/01/2021
3987,United Kingdom,3904,12,,07/01/2023
3988,United Kingdom,18684,154,,07/01/2023
3989,United Kingdom,7305,64,,07/01/2023
3990,United Kingdom,31472,37,,07/01/2023
3991,United Kingdom,0,0,,07/01/2023
3992,United Kingdom,20465614,183865,,07/01/2023
3993,United Kingdom,1930,0,,07/01/2023
3994,United Kingdom,20342,111,,07/01/2023
3995,United Kingdom,34397,69,,07/01/2023
3996,United Kingdom,38008,116,,07/01/2023
3997,United Kingdom,65976,150,,07/01/2023
3998,United Kingdom,1403,8,,07/01/2023
3999,United Kingdom,713294,5081,,07/01/2023
4000,United Kingdom,4,0,,07/01/2023
4001,United Kingdom,2166,0,,07/01/2023
4002,United Kingdom,2136695,16566,,07/01/2023
4003,United Kingdom,6479,36,,07/01/2023
4004,United Kingdom,0,333,,07/01/2023
4005,United Kingdom,894524,11353,,07/01/2023
3981,United Kingdom,1777,6,,07/01/2022
3982,United Kingdom,7191,110,,07/01/2022
3983,United Kingdom,4207,40,,07/01/2022
3984,United Kingdom,10186,12,,07/01/2022
3985,United Kingdom,0,0,,07/01/2022
3986,United Kingdom,12008346,152372,,07/01/2022
3987,United Kingdom,85,0,,07/01/2022
3988,United Kingdom,9600,100,,07/01/2022
3989,United Kingdom,18274,68,,07/01/2022
3990,United Kingdom,100,1,,07/01/2022
3991,United Kingdom,452946,4082,,07/01/2022
3992,United Kingdom,4,0,,07/01/2022
3993,United Kingdom,1025063,12666,,07/01/2022
3994,United Kingdom,3755,26,,07/01/2022
3995,United Kingdom,0,256,,07/01/2022
3996,United Kingdom,706873,9376,,07/01/2022
4008,United Kingdom,22210,89,0,07/01/2022
4009,United Kingdom,9464,26,0,07/01/2022
4015,United Kingdom,0,0,0,07/01/2022
3952,United Kingdom,15,0,13,07/01/2021
3953,United Kingdom,636,11,531,07/01/2021
3954,United Kingdom,97,1,84,07/01/2021
3955,United Kingdom,359,2,310,07/01/2021
3956,United Kingdom,0,0,2756,07/01/2021
3957,United Kingdom,2497824,86449,0,07/01/2021
3958,United Kingdom,29,0,27,07/01/2021
3959,United Kingdom,2928,11,1639,07/01/2021
3960,United Kingdom,390,25,349,07/01/2021
3961,United Kingdom,13,1,12,07/01/2021
3962,United Kingdom,84646,2024,0,07/01/2021
3963,United Kingdom,4,0,4,07/01/2021
3964,United Kingdom,143715,7175,0,07/01/2021
3965,United Kingdom,956,6,799,07/01/2021
3966,United Kingdom,0,107,0,07/01/2021
3967,United Kingdom,163234,5631,0,07/01/2021
4004,United Kingdom,2880,51,0,07/01/2021
4005,United Kingdom,302,16,0,07/01/2021
4011,United Kingdom,0,0,0,07/01/2021
3987,United Kingdom,3904,12,,06/01/2023
3988,United Kingdom,18684,154,,06/01/2023
3989,United Kingdom,7305,64,,06/01/2023
3990,United Kingdom,31472,37,,06/01/2023
3991,United Kingdom,0,0,,06/01/2023
3992,United Kingdom,20465614,183769,,06/01/2023
3993,United Kingdom,1930,0,,06/01/2023
3994,United Kingdom,20342,111,,06/01/2023
3995,United Kingdom,34397,69,,06/01/2023
3996,United Kingdom,38008,116,,06/01/2023
3997,United Kingdom,65976,150,,06/01/2023
3998,United Kingdom,1403,8,,06/01/2023
3999,United Kingdom,713294,5078,,06/01/2023
4000,United Kingdom,4,0,,06/01/2023
4001,United Kingdom,2166,0,,06/01/2023
4002,United Kingdom,2136695,16552,,06/01/2023
4003,United Kingdom,6479,36,,06/01/2023
4004,United Kingdom,0,333,,06/01/2023
4005,United Kingdom,894524,11348,,06/01/2023
3981,United Kingdom,1777,6,,06/01/2022
3982,United Kingdom,6936,110,,06/01/2022
3983,United Kingdom,4207,40,,06/01/2022
3984,United Kingdom,9720,12,,06/01/2022
3985,United Kingdom,0,0,,06/01/2022
3986,United Kingdom,11858941,152166,,06/01/2022
3987,United Kingdom,85,0,,06/01/2022
3988,United Kingdom,9459,100,,06/01/2022
3989,United Kingdom,17948,68,,06/01/2022
3990,United Kingdom,90,1,,06/01/2022
3991,United Kingdom,446502,4079,,06/01/2022
3992,United Kingdom,4,0,,06/01/2022
3993,United Kingdom,1010660,12654,,06/01/2022
3994,United Kingdom,3755,26,,06/01/2022
3995,United Kingdom,0,255,,06/01/2022
3996,United Kingdom,698962,9369,,06/01/2022
4008,United Kingdom,21558,89,0,06/01/2022
4009,United Kingdom,9235,26,0,06/01/2022
4015,United Kingdom,0,0,0,06/01/2022
3952,United Kingdom,15,0,13,06/01/2021
3953,United Kingdom,632,11,522,06/01/2021
3954,United Kingdom,97,1,84,06/01/2021
3955,United Kingdom,356,2,307,06/01/2021
3956,United Kingdom,0,0,2756,06/01/2021
3957,United Kingdom,2450983,85531,0,06/01/2021
3958,United Kingdom,29,0,27,06/01/2021
3959,United Kingdom,2798,11,1579,06/01/2021
3960,United Kingdom,389,25,349,06/01/2021
3961,United Kingdom,13,1,12,06/01/2021
3962,United Kingdom,83236,1996,0,06/01/2021
3963,United Kingdom,4,0,4,06/01/2021
3964,United Kingdom,141066,7127,0,06/01/2021
3965,United Kingdom,941,6,799,06/01/2021
3966,United Kingdom,0,104,0,06/01/2021
3967,United Kingdom,161516,5572,0,06/01/2021
4004,United Kingdom,2854,47,0,06/01/2021
4005,United Kingdom,301,16,0,06/01/2021
4011,United Kingdom,0,0,0,06/01/2021
3987,United Kingdom,3904,12,,05/01/2023
3988,United Kingdom,18684,154,,05/01/2023
3989,United Kingdom,7305,64,,05/01/2023
3990,United Kingdom,31472,37,,05/01/2023
3991,United Kingdom,0,0,,05/01/2023
3992,United Kingdom,20465614,183684,,05/01/2023
3993,United Kingdom,1930,0,,05/01/2023
3994,United Kingdom,20275,110,,05/01/2023
3995,United Kingdom,34397,69,,05/01/2023
3996,United Kingdom,38008,116,,05/01/2023
3997,United Kingdom,65639,146,,05/01/2023
3998,United Kingdom,1403,8,,05/01/2023
3999,United Kingdom,713294,5071,,05/01/2023
4000,United Kingdom,4,0,,05/01/2023
4001,United Kingdom,2166,0,,05/01/2023
4002,United Kingdom,2136695,16538,,05/01/2023
4003,United Kingdom,6479,36,,05/01/2023
4004,United Kingdom,0,333,,05/01/2023
4005,United Kingdom,894524,11341,,05/01/2023
3981,United Kingdom,1777,6,,05/01/2022
3982,United Kingdom,6936,110,,05/01/2022
3983,United Kingdom,3760,40,,05/01/2022
3984,United Kingdom,9509,12,,05/01/2022
3985,United Kingdom,0,0,,05/01/2022
3986,United Kingdom,11706635,151984,,05/01/2022
3987,United Kingdom,84,0,,05/01/2022
3988,United Kingdom,9227,100,,05/01/2022
3989,United Kingdom,17416,67,,05/01/2022
3990,United Kingdom,76,1,,05/01/2022
3991,United Kingdom,439625,4075,,05/01/2022
3992,United Kingdom,4,0,,05/01/2022
3993,United Kingdom,999324,12634,,05/01/2022
3994,United Kingdom,3562,26,,05/01/2022
3995,United Kingdom,0,254,,05/01/2022
3996,United Kingdom,689750,9357,,05/01/2022
4008,United Kingdom,21054,89,0,05/01/2022
4009,United Kingdom,8954,25,0,05/01/2022
4015,United Kingdom,0,0,0,05/01/2022
3952,United Kingdom,15,0,13,05/01/2021
3953,United Kingdom,632,11,522,05/01/2021
3954,United Kingdom,97,1,84,05/01/2021
3955,United Kingdom,350,2,305,05/01/2021
3956,United Kingdom,0,0,2756,05/01/2021
3957,United Kingdom,2394923,84649,0,05/01/2021
3958,United Kingdom,29,0,17,05/01/2021
3959,United Kingdom,2626,10,1530,05/01/2021
3960,United Kingdom,386,25,349,05/01/2021
3961,United Kingdom,13,1,12,05/01/2021
3962,United Kingdom,81251,1984,0,05/01/2021
3963,United Kingdom,4,0,3,05/01/2021
3964,United Kingdom,139027,7072,0,05/01/2021
3965,United Kingdom,918,6,795,05/01/2021
3966,United Kingdom,0,103,0,05/01/2021
3967,United Kingdom,159278,5508,0,05/01/2021
4004,United Kingdom,2827,44,0,05/01/2021
4005,United Kingdom,300,16,0,05/01/2021
4011,United Kingdom,0,0,0,05/01/2021
3987,United Kingdom,3904,12,,04/01/2023
3988,United Kingdom,18684,154,,04/01/2023
3989,United Kingdom,7305,64,,04/01/2023
3990,United Kingdom,31472,37,,04/01/2023
3991,United Kingdom,0,0,,04/01/2023
3992,United Kingdom,20392339,183572,,04/01/2023
3993,United Kingdom,1930,0,,04/01/2023
3994,United Kingdom,20275,110,,04/01/2023
3995,United Kingdom,33910,66,,04/01/2023
3996,United Kingdom,38008,116,,04/01/2023
3997,United Kingdom,65639,146,,04/01/2023
3998,United Kingdom,1403,8,,04/01/2023
3999,United Kingdom,713294,5065,,04/01/2023
4000,United Kingdom,4,0,,04/01/2023
4001,United Kingdom,2166,0,,04/01/2023
4002,United Kingdom,2136695,16523,,04/01/2023
4003,United Kingdom,6479,36,,04/01/2023
4004,United Kingdom,0,333,,04/01/2023
4005,United Kingdom,892752,11331,,04/01/2023
3981,United Kingdom,1777,6,,04/01/2022
3982,United Kingdom,6936,110,,04/01/2022
3983,United Kingdom,3760,40,,04/01/2022
3984,United Kingdom,9509,12,,04/01/2022
3985,United Kingdom,0,0,,04/01/2022
3986,United Kingdom,11557285,151825,,04/01/2022
3987,United Kingdom,83,0,,04/01/2022
3988,United Kingdom,9059,100,,04/01/2022
3989,United Kingdom,16975,67,,04/01/2022
3990,United Kingdom,66,1,,04/01/2022
3991,United Kingdom,432492,4071,,04/01/2022
3992,United Kingdom,4,0,,04/01/2022
3993,United Kingdom,983270,12622,,04/01/2022
3994,United Kingdom,3562,26,,04/01/2022
3995,United Kingdom,0,254,,04/01/2022
3996,United Kingdom,668473,9352,,04/01/2022
4008,United Kingdom,20677,89,0,04/01/2022
4009,United Kingdom,8651,25,0,04/01/2022
4015,United Kingdom,0,0,0,04/01/2022
3952,United Kingdom,15,0,13,04/01/2021
3953,United Kingdom,624,10,519,04/01/2021
3954,United Kingdom,86,1,74,04/01/2021
3955,United Kingdom,347,2,299,04/01/2021
3956,United Kingdom,0,0,2690,04/01/2021
3957,United Kingdom,2339983,83793,0,04/01/2021
3958,United Kingdom,29,0,17,04/01/2021
3959,United Kingdom,2513,8,1504,04/01/2021
3960,United Kingdom,380,25,349,04/01/2021
3961,United Kingdom,13,1,12,04/01/2021
3962,United Kingdom,79873,1968,0,04/01/2021
3963,United Kingdom,4,0,3,04/01/2021
3964,United Kingdom,136498,7028,0,04/01/2021
3965,United Kingdom,910,6,783,04/01/2021
3966,United Kingdom,0,103,0,04/01/2021
3967,United Kingdom,157209,5451,0,04/01/2021
4004,United Kingdom,2799,44,0,04/01/2021
4005,United Kingdom,300,16,0,04/01/2021
4011,United Kingdom,0,0,0,04/01/2021
3987,United Kingdom,3904,12,,03/01/2023
3988,United Kingdom,18622,153,,03/01/2023
3989,United Kingdom,7305,64,,03/01/2023
3990,United Kingdom,31472,37,,03/01/2023
3991,United Kingdom,0,0,,03/01/2023
3992,United Kingdom,20392339,183457,,03/01/2023
3993,United Kingdom,1930,0,,03/01/2023
3994,United Kingdom,20275,110,,03/01/2023
3995,United Kingdom,33910,66,,03/01/2023
3996,United Kingdom,38008,116,,03/01/2023
3997,United Kingdom,65639,146,,03/01/2023
3998,United Kingdom,1403,8,,03/01/2023
3999,United Kingdom,713294,5065,,03/01/2023
4000,United Kingdom,4,0,,03/01/2023
4001,United Kingdom,2166,0,,03/01/2023
4002,United Kingdom,2136695,16508,,03/01/2023
4003,United Kingdom,6479,36,,03/01/2023
4004,United Kingdom,0,332,,03/01/2023
4005,United Kingdom,892752,11323,,03/01/2023
3981,United Kingdom,1674,5,,03/01/2022
3982,United Kingdom,6420,110,,03/01/2022
3983,United Kingdom,3760,40,,03/01/2022
3984,United Kingdom,8943,12,,03/01/2022
3985,United Kingdom,0,0,,03/01/2022
3986,United Kingdom,11408560,151669,,03/01/2022
3987,United Kingdom,83,0,,03/01/2022
3988,United Kingdom,8927,100,,03/01/2022
3989,United Kingdom,13754,67,,03/01/2022
3990,United Kingdom,66,1,,03/01/2022
3991,United Kingdom,402069,4067,,03/01/2022
3992,United Kingdom,4,0,,03/01/2022
3993,United Kingdom,966027,12598,,03/01/2022
3994,United Kingdom,3562,26,,03/01/2022
3995,United Kingdom,0,254,,03/01/2022
3996,United Kingdom,646159,9334,,03/01/2022
4008,United Kingdom,20254,89,0,03/01/2022
4009,United Kingdom,8489,24,0,03/01/2022
4015,United Kingdom,0,0,0,03/01/2022
3952,United Kingdom,15,0,13,03/01/2021
3953,United Kingdom,622,10,478,03/01/2021
3954,United Kingdom,86,1,74,03/01/2021
3955,United Kingdom,338,2,294,03/01/2021
3956,United Kingdom,0,0,2621,03/01/2021
3957,United Kingdom,2286803,83003,0,03/01/2021
3958,United Kingdom,29,0,17,03/01/2021
3959,United Kingdom,2406,8,1447,03/01/2021
3960,United Kingdom,380,25,355,03/01/2021
3961,United Kingdom,13,1,12,03/01/2021
3962,United Kingdom,78072,1954,0,03/01/2021
3963,United Kingdom,4,0,3,03/01/2021
3964,United Kingdom,134593,6987,0,03/01/2021
3965,United Kingdom,910,6,783,03/01/2021
3966,United Kingdom,0,103,0,03/01/2021
3967,United Kingdom,155311,5400,0,03/01/2021
4004,United Kingdom,2783,44,0,03/01/2021
4005,United Kingdom,299,16,0,03/01/2021
4011,United Kingdom,0,0,0,03/01/2021
3987,United Kingdom,3904,12,,02/01/2023
3988,United Kingdom,18622,153,,02/01/2023
3989,United Kingdom,7305,64,,02/01/2023
3990,United Kingdom,31472,37,,02/01/2023
3991,United Kingdom,0,0,,02/01/2023
3992,United Kingdom,20392339,183348,,02/01/2023
3993,United Kingdom,1930,0,,02/01/2023
3994,United Kingdom,20275,110,,02/01/2023
3995,United Kingdom,33910,66,,02/01/2023
3996,United Kingdom,38008,116,,02/01/2023
3997,United Kingdom,65130,146,,02/01/2023
3998,United Kingdom,1403,8,,02/01/2023
3999,United Kingdom,713294,5063,,02/01/2023
4000,United Kingdom,4,0,,02/01/2023
4001,United Kingdom,2166,0,,02/01/2023
4002,United Kingdom,2136695,16493,,02/01/2023
4003,United Kingdom,6479,36,,02/01/2023
4004,United Kingdom,0,332,,02/01/2023
4005,United Kingdom,892752,11315,,02/01/2023
3981,United Kingdom,1674,5,,02/01/2022
3982,United Kingdom,6420,110,,02/01/2022
3983,United Kingdom,3492,39,,02/01/2022
3984,United Kingdom,8943,12,,02/01/2022
3985,United Kingdom,0,0,,02/01/2022
3986,United Kingdom,11272332,151516,,02/01/2022
3987,United Kingdom,83,0,,02/01/2022
3988,United Kingdom,8821,100,,02/01/2022
3989,United Kingdom,13695,67,,02/01/2022
3990,United Kingdom,51,1,,02/01/2022
3991,United Kingdom,402069,4060,,02/01/2022
3992,United Kingdom,4,0,,02/01/2022
3993,United Kingdom,914841,12590,,02/01/2022
3994,United Kingdom,3560,26,,02/01/2022
3995,United Kingdom,0,253,,02/01/2022
3996,United Kingdom,646159,9324,,02/01/2022
4008,United Kingdom,19751,89,0,02/01/2022
4009,United Kingdom,8329,24,0,02/01/2022
4015,United Kingdom,0,0,0,02/01/2022
3951,United Kingdom,13,0,12,02/01/2021
3952,United Kingdom,622,10,478,02/01/2021
3953,United Kingdom,86,1,74,02/01/2021
3954,United Kingdom,338,2,294,02/01/2021
3955,United Kingdom,0,0,2445,02/01/2021
3956,United Kingdom,2239950,82319,0,02/01/2021
3957,United Kingdom,29,0,17,02/01/2021
3958,United Kingdom,2304,7,1274,02/01/2021
3959,United Kingdom,380,25,355,02/01/2021
3960,United Kingdom,13,1,12,02/01/2021
3961,United Kingdom,76410,1939,0,02/01/2021
3962,United Kingdom,4,0,3,02/01/2021
3963,United Kingdom,132129,6939,0,02/01/2021
3964,United Kingdom,909,6,783,02/01/2021
3965,United Kingdom,0,102,0,02/01/2021
3966,United Kingdom,151300,5341,0,02/01/2021
4003,United Kingdom,2762,44,0,02/01/2021
4004,United Kingdom,299,16,0,02/01/2021
4010,United Kingdom,0,0,0,02/01/2021
3987,United Kingdom,3904,12,,01/01/2023
3988,United Kingdom,18622,153,,01/01/2023
3989,United Kingdom,7305,64,,01/01/2023
3990,United Kingdom,31472,37,,01/01/2023
3991,United Kingdom,0,0,,01/01/2023
3992,United Kingdom,20392339,183247,,01/01/2023
3993,United Kingdom,1930,0,,01/01/2023
3994,United Kingdom,20275,110,,01/01/2023
3995,United Kingdom,33910,66,,01/01/2023
3996,United Kingdom,38008,116,,01/01/2023
3997,United Kingdom,65130,146,,01/01/2023
3998,United Kingdom,1403,8,,01/01/2023
3999,United Kingdom,713294,5059,,01/01/2023
4000,United Kingdom,4,0,,01/01/2023
4001,United Kingdom,2166,0,,01/01/2023
4002,United Kingdom,2136695,16481,,01/01/2023
4003,United Kingdom,6479,36,,01/01/2023
4004,United Kingdom,0,332,,01/01/2023
4005,United Kingdom,892752,11308,,01/01/2023
3981,United Kingdom,1674,5,,01/01/2022
3982,United Kingdom,6420,110,,01/01/2022
3983,United Kingdom,3492,39,,01/01/2022
3984,United Kingdom,8943,12,,01/01/2022
3985,United Kingdom,0,0,,01/01/2022
3986,United Kingdom,11151423,151373,,01/01/2022
3987,United Kingdom,83,0,,01/01/2022
3988,United Kingdom,8794,100,,01/01/2022
3989,United Kingdom,13695,67,,01/01/2022
3990,United Kingdom,50,1,,01/01/2022
3991,United Kingdom,402069,4054,,01/01/2022
3992,United Kingdom,4,0,,01/01/2022
3993,United Kingdom,914841,12580,,01/01/2022
3994,United Kingdom,3408,26,,01/01/2022
3995,United Kingdom,0,253,,01/01/2022
3996,United Kingdom,632125,9313,,01/01/2022
4008,United Kingdom,19428,89,0,01/01/2022
4009,United Kingdom,8081,24,0,01/01/2022
4015,United Kingdom,0,0,0,01/01/2022
3951,United Kingdom,13,0,12,01/01/2021
3952,United Kingdom,604,10,445,01/01/2021
3953,United Kingdom,86,1,74,01/01/2021
3954,United Kingdom,338,2,294,01/01/2021
3955,United Kingdom,0,0,2445,01/01/2021
3956,United Kingdom,2190702,81593,0,01/01/2021
3957,United Kingdom,29,0,17,01/01/2021
3958,United Kingdom,2212,7,1249,01/01/2021
3959,United Kingdom,377,25,348,01/01/2021
3960,United Kingdom,13,1,12,01/01/2021
3961,United Kingdom,72834,1922,0,01/01/2021
3962,United Kingdom,4,0,3,01/01/2021
3963,United Kingdom,129992,6890,0,01/01/2021
3964,United Kingdom,893,6,783,01/01/2021
3965,United Kingdom,0,101,0,01/01/2021
3966,United Kingdom,148537,5301,0,01/01/2021
4003,United Kingdom,2739,42,0,01/01/2021
4004,United Kingdom,298,16,0,01/01/2021
4010,United Kingdom,0,0,0,01/01/2021
